name,iataCode,icaoCode,country,city,latitude,longitude,type
Arkansas International Airport,BYH,KBYH,US,Blytheville,35.9642982483,-89.94400024410001,medium_airport
Burley Municipal Airport,BYI,KBYI,US,Burley,42.5425987244,-113.772003174,medium_airport
Bicycle Lake Army Air Field,BYS,KBYS,US,Fort Irwin/Barstow,35.2804985046,-116.629997253,medium_airport
Bay City Regional Airport,BBC,KBYY,US,Bay City,28.973301,-95.863503,small_airport
Bozeman Yellowstone International Airport,BZN,KBZN,US,Bozeman,45.7775,-111.153,medium_airport
Wexford County Airport,CAD,KCAD,US,Cadillac,44.275749,-85.421534,small_airport
Columbia Metropolitan Airport,CAE,KCAE,US,Columbia,33.938801,-81.119499,medium_airport
Craig Moffat Airport,CIG,KCAG,US,Craig,40.4952011108,-107.522003174,small_airport
Akron Canton Regional Airport,CAK,KCAK,US,Akron,40.91609954833984,-81.44219970703125,medium_airport
Clayton Municipal Airpark,CAO,KCAO,US,Clayton,36.4462013245,-103.166999817,small_airport
Caribou Municipal Airport,CAR,KCAR,US,Caribou,46.871498,-68.017899,medium_airport
Greater Cumberland Regional Airport,CBE,KCBE,US,Wiley Ford,39.615398,-78.760902,small_airport
Council Bluffs Municipal Airport,CBF,KCBF,US,Council Bluffs,41.2592010498,-95.760597229,small_airport
Shalz Field,CBK,KCBK,US,Colby,39.42750168,-101.0469971,small_airport
Columbus Air Force Base,CBM,KCBM,US,Columbus,33.643799,-88.443802,medium_airport
Upland-Cable Airport,CCB,KCCB,US,Upland,34.111599,-117.688004,small_airport
Buchanan Field,CCR,KCCR,US,Concord,37.9897,-122.056999,medium_airport
Northeast Iowa Regional Airport,CCY,KCCY,US,Charles City,43.0726013184,-92.6108016968,medium_airport
Caledonia County Airport,LLX,KCDA,US,Lyndonville,44.5690994263,-72.0179977417,small_airport
Cedar City Regional Airport,CDC,KCDC,US,Cedar City,37.70100021362305,-113.0989990234375,medium_airport
Harrell Field,CDH,KCDH,US,Camden,33.6227989197,-92.7633972168,small_airport
George T Lewis Airport,CDK,KCDK,US,Cedar Key,29.134095,-83.050783,small_airport
Woodward Field,CDN,KCDN,US,Camden,34.2835998535,-80.56490325930001,small_airport
Chadron Municipal Airport,CDR,KCDR,US,Chadron,42.837601,-103.095001,medium_airport
Childress Municipal Airport,CDS,KCDS,US,Childress,34.4337997437,-100.288002014,medium_airport
Essex County Airport,CDW,KCDW,US,Caldwell,40.875198364300005,-74.2814025879,small_airport
Cessna Aircraft Field,CEA,KCEA,US,Wichita,37.648601532,-97.2506027222,small_airport
Jack Mc Namara Field Airport,CEC,KCEC,US,Crescent City,41.778929,-124.236403,medium_airport
Oconee County Regional Airport,CEU,KCEU,US,Clemson,34.6719017,-82.8864975,small_airport
Mettel Field,CEV,KCEV,US,Connersville,39.6985015869,-85.129699707,small_airport
Bob Sikes Airport,CEW,KCEW,US,Crestview,30.778799057,-86.522102356,medium_airport
Murray-Calloway County Airport Kyle-Oakley Field,CEY,KCEY,US,Murray,36.6646,-88.372803,small_airport
Cortez Municipal Airport,CEZ,KCEZ,US,Cortez,37.303001,-108.627998,medium_airport
Coulter Field,CFD,KCFD,US,Bryan,30.7157001495,-96.3313980103,small_airport
Tuscola Area Airport,TZC,KCFS,US,Caro,43.458801,-83.445503,small_airport
Greenlee County Airport,CFT,KCFT,US,Clifton,32.957039,-109.211397,small_airport
Coffeyville Municipal Airport,CFV,KCFV,US,Coffeyville,37.09400177,-95.5718994141,small_airport
Cambridge Dorchester Airport,CGE,KCGE,US,Cambridge,38.53929901,-76.03040314,small_airport
Cuyahoga County Airport,CGF,KCGF,US,Cleveland,41.5651016235,-81.4863967896,medium_airport
Cape Girardeau Regional Airport,CGI,KCGI,US,Cape Girardeau,37.2253,-89.570801,medium_airport
College Park Airport,CGS,KCGS,US,College Park,38.9805984497,-76.9223022461,small_airport
Casa Grande Municipal Airport,CGZ,KCGZ,US,Casa Grande,32.954899,-111.766998,small_airport
Chattanooga Metropolitan Airport (Lovell Field),CHA,KCHA,US,Chattanooga,35.035301,-85.203796,medium_airport
Chickasha Municipal Airport,CHK,KCHK,US,Chickasha,35.09740067,-97.96769714,small_airport
Charlottesville Albemarle Airport,CHO,KCHO,US,Charlottesville,38.13859939575195,-78.4529037475586,medium_airport
Charleston International Airport,CHS,KCHS,US,Charleston,32.898602,-80.040497,medium_airport
Chico Regional Airport,CIC,KCIC,US,Chico,39.795595,-121.857716,small_airport
The Eastern Iowa Airport,CID,KCID,US,Cedar Rapids,41.884701,-91.7108,medium_airport
Arthur N Neu Airport,CIN,KCIN,US,Carroll,42.0461997986,-94.7890014648,small_airport
Cairo Regional Airport,CIR,KCIR,US,Cairo,37.064499,-89.219597,small_airport
Chippewa County International Airport,CIU,KCIU,US,Kincheloe,46.247707,-84.471379,medium_airport
Kegelman AF Aux Field,CKA,KCKA,US,Cherokee,36.734348,-98.123531,small_airport
North Central West Virginia Airport,CKB,KCKB,US,Bridgeport,39.2966,-80.228104,medium_airport
Grand Marais Cook County Airport,GRM,KCKC,US,Grand Marais,47.8382987976,-90.3828964233,small_airport
Fletcher Field,CKM,KCKM,US,Clarksdale,34.2997016907,-90.512298584,small_airport
Crookston Municipal Kirkwood Field,CKN,KCKN,US,Crookston,47.8417015076,-96.62159729,small_airport
Clarksville–Montgomery County Regional Airport,CKV,KCKV,US,Clarksville,36.6218986511,-87.4150009155,small_airport
Cleveland Hopkins International Airport,CLE,KCLE,US,Cleveland,41.411701,-81.8498,large_airport
Clintonville Municipal Airport,CLI,KCLI,US,Clintonville,44.6138000488,-88.731300354,small_airport
Clinton Regional Airport,CLK,KCLK,US,Clinton,35.5383,-98.932701,small_airport
Easterwood Field,CLL,KCLL,US,College Station,30.5886,-96.3638,medium_airport
William R Fairchild International Airport,CLM,KCLM,US,Port Angeles,48.120201,-123.5,medium_airport
Cliff Hatfield Memorial Airport,CLR,KCLR,US,Calipatria,33.1315002441,-115.521003723,small_airport
Chehalis Centralia Airport,CLS,KCLS,US,Chehalis,46.676998,-122.983002,small_airport
Charlotte Douglas International Airport,CLT,KCLT,US,Charlotte,35.2140007019043,-80.94309997558594,large_airport
Clearwater Air Park,CLW,KCLW,US,Clearwater,27.9766998291,-82.7586975098,small_airport
John Glenn Columbus International Airport,CMH,KCMH,US,Columbus,39.998001,-82.891899,large_airport
University of Illinois Willard Airport,CMI,KCMI,US,Savoy,40.039819,-88.276249,medium_airport
Houghton County Memorial Airport,CMX,KCMX,US,Hancock,47.168399810791016,-88.48909759521484,medium_airport
Sparta Fort McCoy Airport,CMY,KCMY,US,Sparta,43.958009,-90.737886,small_airport
Claremont Municipal Airport,CNH,KCNH,US,Claremont,43.3703994751,-72.36869812009999,small_airport
Blosser Municipal Airport,CNK,KCNK,US,Concordia,39.5493011475,-97.6522979736,small_airport
Cavern City Air Terminal,CNM,KCNM,US,Carlsbad,32.337501525878906,-104.26300048828124,medium_airport
Chino Airport,CNO,KCNO,US,Chino,33.97470093,-117.637001,small_airport
Chanute Martin Johnson Airport,CNU,KCNU,US,Chanute,37.668173,-95.486727,medium_airport
TSTC Waco Airport,CNW,KCNW,US,Waco,31.641129,-97.073335,small_airport
Canyonlands Regional Airport,CNY,KCNY,US,Moab,38.755001,-109.754997,medium_airport
Yellowstone Regional Airport,COD,KCOD,US,Cody,44.520199,-109.024002,medium_airport
Coeur D'Alene Airport - Pappy Boyington Field,COE,KCOE,US,Coeur d'Alene,47.7743,-116.82,medium_airport
Patrick Space Force Base,COF,KCOF,US,Cocoa Beach,28.2349,-80.6101,medium_airport
Merritt Island Airport,COI,KCOI,US,Merritt Island,28.3416004181,-80.6855010986,small_airport
Coleman Municipal Airport,COM,KCOM,US,Coleman,31.8411006927,-99.4036026001,small_airport
Concord Municipal Airport,CON,KCON,US,Concord,43.20270157,-71.50229645,medium_airport
City of Colorado Springs Municipal Airport,COS,KCOS,US,Colorado Springs,38.805801,-104.700996,medium_airport
Cotulla-La Salle County Airport,COT,KCOT,US,Cotulla,28.45669937,-99.22029877,small_airport
Columbia Regional Airport,COU,KCOU,US,Columbia,38.8181,-92.219597,medium_airport
Compton Woodley Airport,CPM,KCPM,US,Compton,33.8899993896,-118.244003296,small_airport
Casper-Natrona County International Airport,CPR,KCPR,US,Casper,42.908001,-106.463997,medium_airport
St Louis Downtown Airport,CPS,KCPS,US,Cahokia/St Louis,38.570701599100005,-90.1561965942,small_airport
Cheraw Municipal Airport/Lynch Bellinger Field,HCW,KCQW,US,Cheraw,34.712898,-79.957001,small_airport
Grand Strand Airport,CRE,KCRE,US,North Myrtle Beach,33.8116989136,-78.72389984130001,medium_airport
Jacksonville Executive at Craig Airport,CRG,KCRG,US,Jacksonville,30.3362998962,-81.51439666750001,medium_airport
Corpus Christi International Airport,CRP,KCRP,US,Corpus Christi,27.770399,-97.501198,medium_airport
McClellan-Palomar Airport,CLD,KCRQ,US,Carlsbad,33.1283,-117.279999,medium_airport
C David Campbell Field Corsicana Municipal Airport,CRS,KCRS,US,Corsicana,32.0280990601,-96.4005966187,small_airport
Z M Jack Stell Field,CRT,KCRT,US,Crossett,33.1782989502,-91.8802032471,small_airport
Yeager Airport,CRW,KCRW,US,Charleston,38.3731,-81.593201,medium_airport
Roscoe Turner Airport,CRX,KCRX,US,Corinth,34.9150009155,-88.6035003662,small_airport
Columbus Metropolitan Airport,CSG,KCSG,US,Columbus,32.516300201416016,-84.93890380859375,medium_airport
Clinton Sherman Airport,CSM,KCSM,US,Clinton,35.3398017883,-99.2005004883,small_airport
Creston Municipal Airport,CSQ,KCSQ,US,Creston,41.0214004517,-94.3632965088,small_airport
Crossville Memorial Airport Whitson Field,CSV,KCSV,US,Crossville,35.95131,-85.08499,medium_airport
Cut Bank International Airport,CTB,KCTB,US,Cut Bank,48.608657,-112.378183,medium_airport
Cross City Airport,CTY,KCTY,US,Cross City,29.6354999542,-83.10479736330001,small_airport
Sampson County Airport,CTZ,KCTZ,US,Clinton,34.9756011963,-78.3646011353,small_airport
Jim Hamilton L.B. Owens Airport,CUB,KCUB,US,Columbia,33.970500946,-80.9952011108,medium_airport
Cushing Municipal Airport,CUH,KCUH,US,Cushing,35.950496,-96.772371,small_airport
Cincinnati Northern Kentucky International Airport,CVG,KCVG,US,Cincinnati / Covington,39.048801,-84.667801,large_airport
Hollister Municipal Airport,HLI,KCVH,US,Hollister,36.8932991028,-121.410003662,small_airport
Sharp County Regional Airport,CKK,KCVK,US,Ash Flat,36.26490021,-91.56259918,small_airport
Clovis Municipal Airport,CVN,KCVN,US,Clovis,34.426594,-103.078794,medium_airport
Corvallis Municipal Airport,CVO,KCVO,US,Corvallis,44.49720001,-123.2900009,medium_airport
Cannon Air Force Base,CVS,KCVS,US,Clovis,34.382801,-103.321999,medium_airport
Central Wisconsin Airport,CWA,KCWA,US,Mosinee,44.777448,-89.670238,medium_airport
Kickapoo Downtown Airport,KIP,KCWC,US,Wichita Falls,33.85779953,-98.49040222,small_airport
Chennault International Airport,CWF,KCWF,US,Lake Charles,30.2106,-93.143204,small_airport
Clinton Municipal Airport,CWI,KCWI,US,Clinton,41.8311004639,-90.3291015625,small_airport
Calexico International Airport,CXL,KCXL,US,Calexico,32.6694984436,-115.513000488,small_airport
Conroe-North Houston Regional Airport,CXO,KCXO,US,Houston,30.351801,-95.414497,medium_airport
Carson Airport,CSN,KCXP,US,Carson City,39.1922,-119.734001,small_airport
Capital City Airport,HAR,KCXY,US,Harrisburg,40.2170982361,-76.85150146480001,small_airport
Cheyenne Regional Jerry Olson Field,CYS,KCYS,US,Cheyenne,41.155701,-104.811997,medium_airport
Cascade Locks State Airport,CZK,KCZK,US,Cascade Locks,45.676599,-121.878879,small_airport
Dimmit County Airport,CZT,KCZT,US,Carrizo Springs,28.5221996307,-99.823600769,small_airport
Davison Army Air Field,DAA,KDAA,US,Fort Belvoir,38.715000152600005,-77.1809997559,medium_airport
Daytona Beach International Airport,DAB,KDAB,US,Daytona Beach,29.179899,-81.058098,medium_airport
Barstow Daggett Airport,DAG,KDAG,US,Daggett,34.85369873,-116.7870026,medium_airport
Dallas Love Field,DAL,KDAL,US,Dallas,32.847099,-96.851799,medium_airport
Danville Regional Airport,DAN,KDAN,US,Danville,36.572899,-79.336098,medium_airport
James M Cox Dayton International Airport,DAY,KDAY,US,Dayton,39.902401,-84.219398,medium_airport
W H 'Bud' Barron Airport,DBN,KDBN,US,Dublin,32.5644,-82.985298,small_airport
Dubuque Regional Airport,DBQ,KDBQ,US,Dubuque,42.402,-90.709503,medium_airport
Ronald Reagan Washington National Airport,DCA,KDCA,US,Washington,38.8521,-77.037697,large_airport
Pryor Field Regional Airport,DCU,KDCU,US,Decatur,34.652698516799994,-86.94539642330001,small_airport
Dodge City Regional Airport,DDC,KDDC,US,Dodge City,37.76340103149414,-99.9655990600586,medium_airport
Decatur Airport,DEC,KDEC,US,Decatur,39.834598541259766,-88.8656997680664,medium_airport
Decorah Municipal Airport,DEH,KDEH,US,Decorah,43.275501,-91.739403,small_airport
Denver International Airport,DEN,KDEN,US,Denver,39.861698150635,-104.672996521,large_airport
Defiance Memorial Airport,DFI,KDFI,US,Defiance,41.3375015259,-84.4288024902,small_airport
Dallas Fort Worth International Airport,DFW,KDFW,US,Dallas-Fort Worth,32.896801,-97.038002,large_airport
Douglas Municipal Airport,DGL,KDGL,US,Douglas,31.3425998688,-109.505996704,small_airport
Converse County Airport,DGW,KDGW,US,Douglas,42.79719925,-105.3860016,small_airport
Dothan Regional Airport,DHN,KDHN,US,Dothan,31.3213005065918,-85.44960021972656,medium_airport
Dalhart Municipal Airport,DHT,KDHT,US,Dalhart,36.0225982666,-102.54699707,medium_airport
Dickinson Theodore Roosevelt Regional Airport,DIK,KDIK,US,Dickinson,46.797533,-102.801905,medium_airport
Chautauqua County-Dunkirk Airport,DKK,KDKK,US,Dunkirk,42.49247,-79.273102,small_airport
Dillon County Airport,DLL,KDLC,US,Dillon,34.4491004944,-79.368598938,small_airport
Laughlin Air Force Base,DLF,KDLF,US,Del Rio,29.359501,-100.778002,medium_airport
Duluth International Airport,DLH,KDLH,US,Duluth,46.842098,-92.193604,medium_airport
Dillon Airport,DLN,KDLN,US,Dillon,45.2554016113,-112.553001404,small_airport
Columbia Gorge Regional Airport,DLS,KDLS,US,Dallesport / The Dalles,45.620979,-121.170777,medium_airport
Davis Monthan Air Force Base,DMA,KDMA,US,Tucson,32.1665000916,-110.883003235,medium_airport
Deming Municipal Airport,DMN,KDMN,US,Deming,32.262298584,-107.721000671,medium_airport
Sedalia Memorial Airport,DMO,KDMO,US,Sedalia,38.70740127559999,-93.1759033203,small_airport
Daniel Field,DNL,KDNL,US,Augusta,33.4664993286,-82.0393981934,medium_airport
Dalton Municipal Airport,DNN,KDNN,US,Dalton,34.72290039,-84.87020111,small_airport
Denison Municipal Airport,DNS,KDNS,US,Denison,41.9864006,-95.38069916,small_airport
Vermilion Regional Airport,DNV,KDNV,US,Danville,40.199124,-87.59663,small_airport
Dover Air Force Base,DOV,KDOV,US,Dover,39.129501,-75.466003,medium_airport
Dupage Airport,DPA,KDPA,US,Chicago/West Chicago,41.90779877,-88.24859619,medium_airport
Michael AAF (Dugway Proving Ground) Airport,DPG,KDPG,US,Dugway Proving Ground,40.197396,-112.935094,small_airport
Desert Rock Airport,DRA,KDRA,US,Mercury,36.6194,-116.032997,medium_airport
Beauregard Regional Airport,DRI,KDRI,US,DeRidder,30.831699,-93.339897,medium_airport
Drummond Island Airport,DRE,KDRM,US,Drummond Island,46.0093002319,-83.74389648440001,small_airport
Durango La Plata County Airport,DRO,KDRO,US,Durango,37.151501,-107.753998,medium_airport
Del Rio International Airport,DRT,KDRT,US,Del Rio,29.3742008209,-100.927001953,medium_airport
Des Moines International Airport,DSM,KDSM,US,Des Moines,41.534,-93.663101,medium_airport
Dansville Municipal Airport,DSV,KDSV,US,Dansville,42.570545,-77.713273,small_airport
Delta Municipal Airport,DTA,KDTA,US,Delta,39.3805999756,-112.508003235,small_airport
Detroit Lakes Airport,DTL,KDTL,US,Detroit Lakes,46.824301,-95.883322,small_airport
Shreveport Downtown Airport,DTN,KDTN,US,Shreveport,32.5401992798,-93.7450027466,small_airport
Destin Executive Airport,DSI,KDTS,US,Destin,30.400101,-86.471497,medium_airport
Detroit Metropolitan Wayne County Airport,DTW,KDTW,US,Detroit,42.21377,-83.353786,large_airport
Durant Regional Airport - Eaker Field,DUA,KDUA,US,Durant,33.939675,-96.395072,medium_airport
Halliburton Field,DUC,KDUC,US,Duncan,34.47090149,-97.9598999,small_airport
Bisbee Douglas International Airport,DUG,KDUG,US,Douglas Bisbee,31.4689998627,-109.603996277,medium_airport
DuBois Regional Airport,DUJ,KDUJ,US,Dubois,41.17829895,-78.8986969,medium_airport
Devils Lake Regional Airport,DVL,KDVL,US,Devils Lake,48.115454,-98.908796,medium_airport
Davenport Municipal Airport,DVN,KDVN,US,Davenport,41.610432,-90.589693,small_airport
Marin County Airport - Gnoss Field,NOT,KDVO,US,Novato,38.143600463867,-122.55599975586,small_airport
Slayton Municipal Airport,NSL,KDVP,US,Slayton,43.986801,-95.7826,small_airport
Phoenix Deer Valley Airport,DVT,KDVT,US,Phoenix,33.6883010864,-112.083000183,small_airport
David Wayne Hooks Memorial Airport,DWH,KDWH,US,Houston,30.0618000031,-95.5528030396,small_airport
Danbury Municipal Airport,DXR,KDXR,US,Danbury,41.371656,-73.482227,medium_airport
Doylestown Airport,DYL,KDYL,US,Doylestown,40.3330001831,-75.1222991943,small_airport
Dyess Air Force Base,DYS,KDYS,US,Abilene,32.420799,-99.854599,medium_airport
Phifer Airfield,EAN,KEAN,US,Wheatland,42.0555,-104.929001,small_airport
Kearney Regional Airport,EAR,KEAR,US,Kearney,40.727001,-99.006798,medium_airport
Pangborn Memorial Airport,EAT,KEAT,US,Wenatchee,47.398899,-120.207001,medium_airport
Chippewa Valley Regional Airport,EAU,KEAU,US,Eau Claire,44.86579895019531,-91.48429870605467,medium_airport
Webster City Municipal Airport,EBS,KEBS,US,Webster City,42.436848,-93.869905,small_airport
Elizabeth City Regional Airport & Coast Guard Air Station,ECG,KECG,US,Elizabeth City,36.260601,-76.174599,medium_airport
Northwest Florida Beaches International Airport,ECP,KECP,US,Panama City Beach,30.357106,-85.795414,medium_airport
Mondell Field,ECS,KECS,US,Newcastle,43.88379,-104.314156,small_airport
Northeastern Regional Airport,EDE,KEDE,US,Edenton,36.027698516799994,-76.56710052490001,small_airport
Enterprise Municipal Airport,ETS,KEDN,US,Enterprise,31.29969978,-85.89990234,small_airport
Edwards Air Force Base,EDW,KEDW,US,Edwards,34.905399,-117.884003,medium_airport
Needles Airport,EED,KEED,US,Needles,34.7663002014,-114.623001099,medium_airport
Dillant Hopkins Airport,EEN,KEEN,US,Keene,42.898399,-72.270798,medium_airport
Ellington Airport,EFD,KEFD,US,Houston,29.6072998047,-95.1587982178,medium_airport
Northeast Kingdom International Airport,EFK,KEFK,US,Newport,44.888802,-72.229202,small_airport
Jefferson Municipal Airport,EFW,KEFW,US,Jefferson,42.009866,-94.341717,small_airport
Eagle County Regional Airport,EGE,KEGE,US,Eagle,39.64260101,-106.9179993,medium_airport
Duke Field,EGI,KEGI,US,Crestview,30.65040016,-86.52290344,medium_airport
Eagle River Union Airport,EGV,KEGV,US,Eagle River,45.9323005676,-89.26830291750001,small_airport
Murray Field,EKA,KEKA,US,Eureka,40.803398,-124.112999,medium_airport
Elkhart Municipal Airport,EKI,KEKM,US,Elkhart,41.7193984985,-86.00319671630001,small_airport
Elkins-Randolph County Regional Airport,EKN,KEKN,US,Elkins,38.889759,-79.857651,medium_airport
Elko Regional Airport,EKO,KEKO,US,Elko,40.82490158081055,-115.79199981689452,medium_airport
Addington Field / Elizabethtown Regional Airport,EKX,KEKX,US,Elizabethtown,37.686001,-85.925003,small_airport
Eagle Lake Airport,ELA,KELA,US,Eagle Lake,29.600599288900003,-96.3218994141,small_airport
South Arkansas Regional Airport at Goodwin Field,ELD,KELD,US,El Dorado,33.221001,-92.813301,medium_airport
Elk City Regional Business Airport,ELK,KELK,US,Elk City,35.43080139,-99.39430237,small_airport
Elmira Corning Regional Airport,ELM,KELM,US,Elmira/Corning,42.1599006652832,-76.8916015625,medium_airport
Bowers Field,ELN,KELN,US,Ellensburg,47.03300095,-120.5309982,small_airport
Ely Municipal Airport,LYU,KELO,US,Ely,47.82450104,-91.83070374,medium_airport
